naca8304,1.2,1.5,0.4,0.2,3,15,-47.45927554287198,36.82829454909984
naca8304,1.2,1.5,0.4,0.2,3,20,-53.24672689128668,32.14128588909266
naca8304,1.2,1.5,0.4,0.2,3,25,-58.5530758167467,27.045967684673023
naca8304,1.2,1.5,0.4,0.2,4,15,-59.68029499658082,42.406538017880436
naca8304,1.2,1.5,0.4,0.2,4,20,-69.26586762050827,36.55249058591096
naca8304,1.2,1.5,0.4,0.2,4,25,-78.27858909370913,29.986907340310168
naca8304,1.2,1.5,0.4,0.2,5,15,-75.39018969619771,44.75979024279173
naca8304,1.2,1.5,0.4,0.2,5,20,-89.47410735632864,37.53358454715748
naca8304,1.2,1.5,0.4,0.2,5,25,-102.88791336524322,29.2401314744811
naca8304,1.2,1.5,0.4,0.3,3,15,-29.858995197917153,19.490699899120862
naca8304,1.2,1.5,0.4,0.3,3,20,-35.09202511368698,16.585447008295425
naca8304,1.2,1.5,0.4,0.3,3,25,-40.05252307109307,13.284921705251572
naca8304,1.2,1.5,0.4,0.3,4,15,-41.35795352724818,20.24182038021792
naca8304,1.2,1.5,0.4,0.3,4,20,-49.76926206879653,16.418422303679307
naca8304,1.2,1.5,0.4,0.3,4,25,-57.84274865920447,11.960506551781116
naca8304,1.2,1.5,0.4,0.3,5,15,-54.39123520104327,20.140287857220535
naca8304,1.2,1.5,0.4,0.3,5,20,-66.20279793205489,15.407452752287345
naca8304,1.2,1.5,0.4,0.3,5,25,-77.61063617557636,9.807751916501651
naca8304,1.2,1.5,0.4,0.4,3,15,-23.26360883991278,11.386109065156635
naca8304,1.2,1.5,0.4,0.4,3,20,-27.994909435057675,9.235477289095149
naca8304,1.2,1.5,0.4,0.4,3,25,-32.53617911285848,6.727938360574215
naca8304,1.2,1.5,0.4,0.4,4,15,-33.22764776001593,11.249894731344018
naca8304,1.2,1.5,0.4,0.4,4,20,-40.53640054958754,8.415899708197411
naca8304,1.2,1.5,0.4,0.4,4,25,-47.6047732320861,5.051310435744851
naca8304,1.2,1.5,0.4,0.4,5,15,-44.76924994624814,10.727940299867262
naca8304,1.2,1.5,0.4,0.4,5,20,-54.89821734827032,7.183591129444417
naca8304,1.2,1.5,0.4,0.4,5,25,-64.73021628681782,2.9342729959215292
naca8304,1.2,1.5,0.5,0.2,3,15,-33.52865633084155,45.31304718400705
naca8304,1.2,1.5,0.5,0.2,3,20,-40.18809464262159,42.15757916300012
naca8304,1.2,1.5,0.5,0.2,3,25,-46.492385998190464,38.48493336047444
naca8304,1.2,1.5,0.5,0.2,4,15,-50.175551316614204,49.936323126954946
naca8304,1.2,1.5,0.5,0.2,4,20,-60.736073838968096,45.16459242290037
naca8304,1.2,1.5,0.5,0.2,4,25,-70.82251077656672,39.545720453246155
naca8304,1.2,1.5,0.5,0.2,5,15,-73.0021256447362,48.12077605199319
naca8304,1.2,1.5,0.5,0.2,5,20,-87.77308890277071,41.466990355398075
naca8304,1.2,1.5,0.5,0.2,5,25,-101.91758077863899,33.61801422764339
naca8304,1.2,1.5,0.5,0.3,3,15,-26.536477783834748,22.530807912226507
naca8304,1.2,1.5,0.5,0.3,3,20,-32.194795047256335,20.011434312285957
naca8304,1.2,1.5,0.5,0.3,3,25,-37.59859541545654,17.04027689999803
naca8304,1.2,1.5,0.5,0.3,4,15,-41.57988249602024,21.42077356820056
naca8304,1.2,1.5,0.5,0.3,4,20,-50.31109689526166,17.651121011207792
naca8304,1.2,1.5,0.5,0.3,4,25,-58.696637105458954,13.18490346521321
naca8304,1.2,1.5,0.5,0.3,5,15,-55.63552453732482,20.976172721309297
